County,School district,"K-12 enrollment, 2014-15","K-12 enrollment, 2024-25",% change
Ocean,Point Pleasant Borough School District,2777,2593,-0.06625855239467049
Ocean,Point Pleasant Beach School District,804,611,-0.24004975124378114
Ocean,Seaside Heights School District,200,132,-0.33999999999999997
Ocean,Southern Regional School District,2938,2630,-0.10483321987746763
Ocean,Stafford Township School District,2112,2193,0.03835227272727271
Ocean,Toms River Regional School District,15759,13739.5,-0.12814899422552195
Ocean,Tuckerton Borough School District,315,254,-0.19365079365079363
Passaic,Bloomingdale School District,590,563,-0.045762711864406724
Passaic,Clifton Public School District,10840,10020,-0.07564575645756455
Passaic,Haledon Public School District,987,914,-0.07396149949341435
Passaic,Hawthorne Public School District,2279,2085,-0.08512505484861776
Passaic,Lakeland Regional High School District,953.5,819,-0.14105925537493447
Passaic,Little Falls Township Public School District,880,905,0.02840909090909083
Passaic,North Haledon School District,706,590,-0.1643059490084986
Passaic,Passaic City School District,12597,10541,-0.1632134635230611
Passaic,Northern Region Educational Services Commission,72,59,-0.18055555555555558
Passaic,Passaic County Manchester Regional High School District,896,803,-0.1037946428571429
Passaic,Passaic Valley Regional High School District,1347.5,1093,-0.18886827458256028
Passaic,Passaic County Technical-Vocational School District,3355.5,4605,0.37237371479660264
Passaic,Paterson Public School District,24482,20545,-0.16081202516134308
Passaic,Pompton Lakes School District,1688.5,1657,-0.01865561148948769
Passaic,Prospect Park Public School District,796,671,-0.15703517587939697
Passaic,Ringwood School District,1220,960,-0.21311475409836067
Passaic,Totowa Public School District,1018,831,-0.18369351669941059
Passaic,Wanaque School District,954,845,-0.11425576519916147
Passaic,Wayne Township Public School District,7973.5,7372,-0.07543738634225872
Passaic,West Milford Township Public School District,3579,2864,-0.19977647387538422
Passaic,Woodland Park School District,1096,1097,9.124087591241281e-4
Salem,Alloway Twp School District,349,246,-0.2951289398280802
Salem,Elsinboro Township School District,124,105,-0.15322580645161288
Salem,The Lower Alloways Creek School District,169,155,-0.08284023668639051
Salem,Mannington Township School District,167,140,-0.16167664670658688
Salem,Oldmans Township School District,265,293,0.10566037735849054
Salem,Penns Grove-Carneys Point Regional School District,2115.5,2031.5,-0.03970692507681395
Salem,Pennsville School District,1694.5,1677,-0.010327530244909955
Salem,Pittsgrove Township School District,1644,1523,-0.07360097323600978
Salem,Quinton Township School District,328,241,-0.2652439024390244
Salem,Salem City School District,1000.5,1147.5,0.14692653673163414
Salem,Salem County Special Services School District,207,163,-0.2125603864734299
Salem,Salem County Vocational Technical School District,826,792,-0.041162227602905554
Salem,Upper Pittsgrove Twp School District,339,300,-0.11504424778761058
Salem,Woodstown-Pilesgrove Regional School District,1449.5,1376,-0.05070714039323909
Somerset,Bedminster Township Public School District,538,393,-0.26951672862453535
Somerset,Bernards Township School District,5672,4573,-0.1937588152327221
Somerset,Bound Brook School District,1730.5,1775,0.02571511123952619
Somerset,Branchburg Township School District,1541,1361,-0.11680726800778718
Somerset,Bridgewater-Raritan Regional School District,8529,7569.5,-0.11249853441200608
Somerset,Franklin Township Public School District,7296.5,6484.5,-0.11128623312547115
Somerset,Green Brook Township Public School District,890,664,-0.2539325842696629
Somerset,Hillsborough Township Public School District,7185.5,7063.5,-0.01697863753392248
Somerset,Manville School District,1413,1595,0.12880396319886755
Somerset,Montgomery Township School District,4708,4341.5,-0.07784621920135937
Somerset,North Plainfield School District,3268.5,3407.5,0.04252715312834643
Somerset,Somerset County Educational Services Commission School Distr,163,141,-0.13496932515337423
Somerset,Somerset County Vocational And Technical School District,443.5,502.5,0.13303269447576094
Somerset,Somerset Hills Regional School District,2029.5,1580,-0.2214831239221483
Somerset,Somerville Public School District,2264,2054,-0.09275618374558303
Somerset,South Bound Brook Public School District,439,420,-0.0432801822323462
Somerset,Warren Township School District,1813,1581,-0.12796469939327082
Somerset,Watchung Borough School District,665,638,-0.04060150375939853
Somerset,Watchung Hills Regional High School District,2197.5,1638,-0.2546075085324232
Sussex,Andover Regional School District,547,423,-0.226691042047532
Sussex,Byram Township School District,895,754,-0.15754189944134078
Sussex,Frankford Township Consolidated School District,526,480,-0.0874524714828897
Sussex,Franklin Borough School District,458,458,0
Sussex,Fredon Township School District,250,177,-0.29200000000000004
Sussex,Green Township School District,470,404,-0.1404255319148936
Sussex,Hamburg School District,262,193,-0.26335877862595425
Sussex,Hampton Township School District,317,295,-0.06940063091482651
Sussex,Hardyston Township School District,727,550,-0.2434662998624484
Sussex,High Point Regional High School District,998.5,781,-0.21782674011016523
Sussex,Hopatcong Borough School District,1669,1381,-0.1725584182144997
Sussex,Kittatinny Regional School District,1074,726,-0.3240223463687151
Sussex,Lafayette Township School District,244,205,-0.1598360655737705
Sussex,Lenape Valley Regional High School District,821,661.5,-0.19427527405602918
Sussex,Montague Township School District,217,275,0.26728110599078336
Sussex,Newton Public School District,1515,1382,-0.08778877887788783
Sussex,Ogdensburg Borough School District,264,231,-0.125
Sussex,Sandyston-Walpack Consolidated School District,145,118,-0.18620689655172418
Sussex,Sparta Township Public School District,3254.5,3163,-0.028114917806114637
Sussex,Stanhope School District,312,323,0.03525641025641035
Sussex,Stillwater Township School District,324,242,-0.25308641975308643
Sussex,Sussex-Wantage Regional School District,1141,1007,-0.11744084136722177
Sussex,Sussex County Educational Services Commission,38,44,0.1578947368421053
Sussex,Sussex County Technical School District,765.5,701.5,-0.08360548661005873
Sussex,Vernon Township School District,3286,2789.5,-0.15109555690809495
Sussex,Wallkill Valley Regional High School,654.5,581,-0.11229946524064172
Union,Berkeley Heights School District,2623,2275.5,-0.13248189096454444
Union,Clark Township Public School District,2263,2227.5,-0.01568714096332302
Union,Cranford Public School District,3808,3707.5,-0.026391806722689037
Union,Elizabeth Public Schools,23048,25074.5,0.087925199583478
Union,Garwood Boro,371,372,0.0026954177897573484
Union,Hillside Public School District,2900,2689.5,-0.07258620689655171
Union,Kenilworth School District,1389,1373,-0.011519078473722133
Union,Linden Public School District,5707.5,6039.5,0.05816907577748576
Union,Morris-Union Jointure Commission School District,256,189,-0.26171875
Union,Mountainside School District,735,723,-0.01632653061224487
Union,New Providence School District,2291.5,2226.5,-0.028365699323587124
Union,Plainfield Public School District,7544.5,8447.5,0.11968984028099938
Union,Rahway Public School District,3602.5,3786,0.05093684941013188
Union,Roselle Public School District,2668,3062.5,0.14786356821589197
Union,Roselle Park Public School District,1938,1867,-0.0366357069143447
Union,Scotch Plains-Fanwood School District,5323,5500.5,0.03334585759909836
Union,Springfield Public School District,2182,2053.5,-0.05889092575618693
Union,Summit Public School District,4006.5,3944,-0.015599650567827306
Union,Union County Educational Services Commission,338,312,-0.07692307692307687
Union,Union County Vocational-Technical School District,1639,2002,0.2214765100671141
Union,Township Of Union School District,7262.5,7281,0.0025473321858864306
Union,Westfield Public School District,6201,5739,-0.07450411223996134
Union,Winfield Township,128,127,-0.0078125
Warren,Allamuchy Township School District,432,372,-0.13888888888888884
Warren,Alpha Borough School District,216,197,-0.08796296296296291
Warren,Belvidere School District,763,538,-0.29488859764089126
Warren,Blairstown Elementary Township School District,529,389,-0.2646502835538752
Warren,Franklin Township School District,205,205,0
Warren,Frelinghuysen Township School District,142,105,-0.2605633802816901
Warren,Great Meadows Regional School District,760,633,-0.16710526315789476
Warren,Greenwich Township School District,761,567,-0.25492772667542707
Warren,Hackettstown Public School District,1889,1923,0.017998941238750676
Warren,Harmony Township School District,234,165,-0.2948717948717948
Warren,Hope Township School District,157,112,-0.2866242038216561
Warren,Knowlton Township School District,214,161,-0.24766355140186913
Warren,Lopatcong Township School District,808,686,-0.150990099009901
Warren,Mansfield Township Elementary School District,686,542,-0.20991253644314867
Warren,North Warren Regional,911,582,-0.3611416026344676
Warren,Oxford Township School District,295,227,-0.23050847457627122
Warren,Phillipsburg School District,3467.5,3639.5,0.049603460706560965
Warren,Pohatcong Township School District,320,275,-0.140625
Warren,Warren County Vocational Technical School,484,413,-0.14669421487603307
Warren,Warren Hills Regional School District,1886,1526.5,-0.19061505832449632
Warren,Washington Borough School District,548,496,-0.0948905109489051
Warren,Washington Township School District,497,408,-0.17907444668008043
Warren,White Township Consolidated School District,303,252,-0.16831683168316836
Charters,Academy Charter High School,195.5,168,-0.14066496163682862
Charters,Bergen Arts And Science Charter School,959,1276,0.33055265901981223
Charters,Foundation Academy Charter School,788,1149.5,0.45875634517766506
Charters,Central Jersey College Prep Charter School,316,1396,3.4177215189873413
Charters,Pride Academy Charter School District,264,300,0.13636363636363646
Charters,Community Charter School Of Paterson,810,896,0.10617283950617273
Charters,Burch Charter School Of Excellence,357,335,-0.06162464985994398
Charters,Paul Robeson Charter School For The Humanities,373,545,0.4611260053619304
Charters,Riverbank Charter School Of Excellence,144,159,0.10416666666666674
Charters,Vineland Public Charter School,300,398,0.32666666666666666
Charters,Newark Educators Community Charter School,299,96,-0.6789297658862876
Charters,The Ethical Community Charter School School Distirct,307,341,0.11074918566775249
Charters,Academy For Urban Leadership Charter School,386,259,-0.3290155440414507
Charters,The Barack Obama Green Charter High School District,233,356.5,0.5300429184549356
Charters,Hoboken Dual Language Charter School,291,441,0.5154639175257731
Charters,Hatikvah International Academy Charter School,298,657,1.2046979865771812
Charters,Great Oaks Legacy Charter School,352,2110,4.994318181818182
Charters,Roseville Community Charter School,320,285,-0.109375
Charters,Atlantic Community Charter School,150,333,1.2200000000000002
Charters,Dr Lena Edwards Academic Charter School,369,383,0.03794037940379402
Charters,Millville Public Charter School District,216,327,0.5138888888888888
Charters,Benjamin Banneker Preparatory Charter School,147,356,1.4217687074829932
Charters,John P Holland Charter School School District,199,698,2.507537688442211
Charters,Passaic Arts And Science Charter School,536,2175,3.057835820895522
Charters,Thomas Edison Energysmart Charter School,296,613,1.070945945945946
Charters,Beloved Community Charter,598,1573,1.6304347826086958
Charters,Hope Community Charter School,170,115,-0.32352941176470584
Charters,Compass Academy Charter School,145,168,0.1586206896551725
Charters,Jersey City Global Charter School,233,423,0.8154506437768241
Charters,Phillip's Academy Charter School,372,670,0.8010752688172043
Charters,Paterson Arts And Science Charter School,420,1330,2.1666666666666665
Charters,Link Community Charter School,215,343,0.5953488372093023
Charters,Trenton Stem-To-Civics Charter School,101,562,4.564356435643564
Charters,Classical Academy Charter School Of Clifton,8,185,22.125
Charters,Discovery Charter School,74,99,0.33783783783783794
Charters,East Orange Community Charter School,495,414,-0.1636363636363637
Charters,Elysian Charter School,290,292,0.006896551724137945
Charters,Englewood On The Palisades Charter School,204,306,0.5
Charters,Greater Brunswick Charter School,381,397,0.04199475065616798
Charters,Gray Charter School,326,317,-0.027607361963190136
Charters,Hoboken Charter School District,287,299,0.04181184668989557
Charters,Hope Academy Charter School,203,309,0.5221674876847291
Charters,International Charter School Of Trenton,90,108,0.19999999999999996
Charters,Jersey City Community Charter School,579,561,-0.031088082901554404
Charters,Jersey City Golden Door Charter School,487,618,0.268993839835729
Charters,Leap Academy University Charter School,1378,1540,0.11756168359941954
Charters,The Learning Community Charter School,536,590,0.10074626865671643
Charters,Marion P. Thomas Charter School,1106,1309,0.18354430379746844
Charters,New Horizons Community Charter School,479,370,-0.2275574112734864
Charters,North Star Academy Charter School,3403,6714,0.9729650308551279
Charters,Team Academy Charter School,2729,6406,1.3473799926713084
Charters,Chartertech High School For The Performing Arts,338,253,-0.25147928994082835
Charters,Pace Charter School Of Hamilton,221,463,1.0950226244343892
Charters,Paterson Charter School For Science And Technology,1046,1708,0.632887189292543
Charters,Princeton Charter School,348,423,0.21551724137931028
Charters,The Queen City Academy Charter School District,248,378,0.5241935483870968
Charters,Red Bank Charter School,178,167,-0.061797752808988804
Charters,Ridge And Valley Charter School,125,134,0.07200000000000006
Charters,Robert Treat Academy Charter School,625,702,0.12319999999999998
Charters,Maria L. Varisco-Rogers Charter School,520,572,0.10000000000000009
Charters,Soaring Heights Charter School,236,272,0.15254237288135597
Charters,Sussex County Technology Charter School,225,225,0
Charters,Teaneck Community Charter School,306,377,0.23202614379084974
Charters,Union County Teams Charter School-High School/College La,338,304,-0.10059171597633132
Charters,Unity Charter School,202,256,0.26732673267326734
Charters,University Academy Charter High School,423,429,0.014184397163120588
Charters,The Village Charter School,359,361,0.0055710306406684396
State Total,State Total,1333796,1293951,-0.029873383935774322
Atlantic,County Total,42936,37936,-0.116452394261226
Bergen,County Total,131649,127325,-0.032844913368122786
Burlington,County Total,68612.5,64817,-0.05531790854436147
Camden,County Total,74255,74099,-0.0021008686283752187
Cape May,County Total,12120,10526,-0.13151815181518156
Cumberland,County Total,25177,24756,-0.016721610994161362
Essex,County Total,110626,115931.5,0.04795888850722263
Gloucester,County Total,47222.5,43821.5,-0.07202075281910103
Hudson,County Total,76882,73128,-0.048828074191618276
Hunterdon,County Total,20117,16791,-0.16533280310185416
Mercer,County Total,55987.5,57311,0.030467577067956553
Middlesex,County Total,120449.5,118212,-0.01857624979763306
Monmouth,County Total,96728.5,83657.5,-0.1351308042614121
Morris,County Total,75624.5,70047.5,-0.07374594212193142
Ocean,County Total,70242,60771.5,-0.13482674183536913
Passaic,County Total,78310.5,69839,-0.10817834134630733
Salem,County Total,10678,10190,-0.04570144221764372
Somerset,County Total,52786.5,47782,-0.09480643725194893
Sussex,County Total,21175,18345.5,-0.13362455726092093
Union,County Total,88225,91019.5,0.03167469538112777
Warren,County Total,16540.5,14414,-0.12856322360267225
Charters,County Total,37451.5,63230.5,0.6883302404443079
